symbol,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
ASX,267414189.81,474561918,2318657430,4856881494.72,1544075991.66,1085231168.43,495713430,209303460,237485370,-18018025.41,258228060,2808305550,2017-12-31,102071460,6303903143.58,12195035334.72,1737916798.32,2563913065.29,5449130968.35,2814370860
ASYS,10485000,9437000,20336000,124290000,58331000,374000,8496000,-8953000,9441000,308000.0,-945000,28832000,2018-09-30,1505000,93090000,149406000.0,58331000,8334000,56316000,28832000
ASYS,-554000,-842000,26601000,130798000,48729000,371000,14599000,4971000,11663000,-3042000.0,2936000,41200000,2018-06-30,2122000,106419000,162441000.0,48729000,8399000,56022000,41200000
ASYS,-2546000,-2068000,21058000,136237000,50495000,369000,11725000,2835000,11660000,,65000,32783000,2018-03-31,2182000,102912000,171017000.0,50495000,8586000,68105000,32783000
ASYS,1280000,263000,53274000,138846000,52696000,365000,20337000,6452000,12571000,67000.0,7766000,73611000,2017-12-31,1991000,98929000,173113000.0,52696000,8590000,74184000,73611000
AT,-24800000,19400000,39200000,123900000,57900000,78100000,26200000,-3200000,5700000,7200000,20500000,65400000,2018-09-30,,-21500000,1058600000.0,57600000,735100000,880800000,65400000
AT,-5700000,28100000,15000000,136300000,82700000,78000000,51200000,1000000,54400000,4200000,-3200000,54700000,2018-06-30,,-18400000,1067800000.0,80800000,749600000,879900000,66200000
AT,3500000,50300000,22200000,146800000,88300000,83600000,57800000,14200000,51000000,-19600000,6800000,58500000,2018-03-31,,-12700000,1113100000.0,82600000,779600000,918500000,80000000
AT,-42900000,30500000,-232400000,169000000,78700000,99500000,332400000,-35500000,206900000,27500000,125500000,100000000,2017-12-31,,-18400000,1158800000.0,78700000,821200000,962000000,100000000
ATAI,,,210560.196388,34106273.858118,,2183730.0,-52589.896098,147689436.151498,1690542.877674,,-1743132.773772,157970.30029,2018-09-30,606433.613142,42733229.227844,53353828.616916,33280188.889434,,10620599.389072,157970.30029
ATAI,,,303475.27,174989784.344,,2265000.0,-291836.794,-14885111.598,2909900.917,,-3201737.711,11638.476,2018-06-30,697451.182,34542730.706,195689605.603,45402492.911,,161048940.072,11638.476
ATAI,,,104755.914245,77835808.04523,,,-70000.37081,-6061436.19103,2373685.00184,,-2443685.37265,34755.543435,2018-03-31,673627.072605,51971816.298935,97185941.383595,27623548.25691,,45159487.84781,34755.543435
ATAI,,,24999312.58125,56398021.96125,,,23654575.26,8310490.84875,9580330.24125,,14074245.01875,48653887.84125,2017-12-31,2182266.9225,56077151.0925,87397881.70125,39373982.3325,,25686166.41375,48653887.84125
ATAX,-2149523,10079796,1606765,33609061,25672269,,24394350,17883055,4517888,-6833282,19876462,15018749,2018-09-30,,,1001216917.0,24969157,,712717658,26001115
ATAX,-27253863,5045907,1290487,852204419,27821792,,14494678,3338121,3962941,-45256,10531737,14652177,2018-06-30,,,1023530880.0,843028544,,642525062,15785165
ATAX,-16507674,2871285,1395493,868171639,55075655,,941019,6004304,3718160,-1082333,-2777141,2336512,2018-03-31,,,1033499630.0,858858483,,651607025,2336512
ATAX,38349937,3972898,1897152,916604704,69597699,50000000.0,19974875,15647453,6979708,-8964377,12995167,24213671,2017-12-31,,,1069767999.0,908077942,643868521.0,755927729,21872027
ATEC,-9757000,-7809000,8088000,78079000,35111000,6186000,14914000,-9355000,22280000,10000,-7366000,23002000,2018-09-30,3157000,24213000,131465000.0,35111000,40471000,107252000,23002000
ATEC,-2751000,-3411000,7772000,86523000,44912000,6682000,14270000,-7076000,20622000,-154000,-6352000,22042000,2018-06-30,2009000,30220000,139495000.0,44912000,40348000,109275000,22042000
ATEC,25201000,-5300000,7737000,90732000,47645000,6891000,13570000,-1916000,13839000,-6299000,-269000,21307000,2018-03-31,1786000,31573000,143336000.0,47645000,41556000,111763000,21307000
ATEC,7007000,-615000,10989000,66478000,22593000,3306000,15294000,9055000,18594000,-762000,-3300000,26283000,2017-12-31,1437000,-26658000,84660000.0,22466000,41073000,111318000,26283000
ATEN,-4405000,-2948000,13014000,203005000,36162000,,47488000,-1807000,49056000,,-1568000,60502000,2018-09-30,15505000,99065000,224794000.0,123553000,,125729000,60502000
ATEN,-6397000,-2218000,13187000,205699000,40567000,,47526000,-4532000,51218000,,-3692000,60713000,2018-06-30,15572000,98475000,228706000.0,127387000,,130231000,60713000
ATEN,397000,-352000,11884000,208998000,46964000,,37299000,-19670000,57295000,,-19996000,49183000,2018-03-31,18797000,100360000,231997000.0,130702000,,131637000,49183000
ATEN,6648000,4294000,11908000,203802000,46567000,,43609000,786000,42756000,,853000,55517000,2017-12-31,13462000,98386000,224858000.0,131134000,,126472000,55517000
ATGE,2663000,78014000,148653000,739386000,445489000,3000000.0,135537000,-9530000,98497000,39205000,37040000,284190000,2018-09-30,,1440035000,2349865000.0,417167000,292579000.0,909830000,284190000
ATGE,179014000,55925000,90957000,688000000,431000000,3000000.0,135539000,62806000,63474000,1552000,72065000,226496000,2018-06-30,,1519286000,2344961000.0,434945000,293073000.0,825675000,226496000
ATGE,56395000,133651000,179736000,539340000,276311000,,162457000,39334000,108046000,-25000,54411000,342193000,2018-03-31,,1558287000,2287305000.0,269525000,,729018000,342193000
ATGE,-58798000,-40724000,178970000,469809000,219587000,,158274000,-81156000,100336000,19649000,57938000,337244000,2017-12-31,,1519959000,2210722000.0,216507000,,690763000,337244000
ATH,2331000000,716000000,,,,,,640000000,,-772000000,,,2018-09-30,,9069000000,118204000000.0,,,109135000000,2588000000
ATH,-1213000000,-54000000,,,,183000000.0,,264000000,,-40000000,,,2018-06-30,,8505000000,114755000000.0,,1174000000.0,106250000000,1797000000
ATH,-2172000000,573000000,,,2825000000.0,,,268000000,,174000000,,,2018-03-31,,8695000000,93557000000.0,,,84862000000,1011000000
ATH,1239000000,1828000000,,,4892000000.0,,,464000000,,-905000000,,,2017-12-31,,9208000000,99747000000.0,,,90539000000,3872000000
ATHM,,,31352102.774,1610136337.672,,,243569604.65,99188073.822,141924106.668,,101645497.982,274921707.424,2018-09-30,43275559.738,1462665702.386,1996770247.214,1215005534.7,,537194813.942,274921707.424
ATHM,,,31512341.0,1511637444.0,,,250688992.0,104436130.0,137686783.0,,113002209.0,282201333.0,2018-06-30,47281271.0,1396652152.0,1915483018.0,1160435755.0,,521844222.0,282201333.0
ATHM,,,23245918.165,1606031744.565,,,181638391.345,76793877.895,98414469.89,,83223921.455,204884309.51,2018-03-31,36392481.35,1344592669.63,1925834313.04,1266732897.17,,584053912.61,204884309.51
ATHM,,,49611127.5,1577257597.5,,,219672772.5,112298692.5,129268848.75,,90403923.75,269283900.0,2017-12-31,40931786.25,1222564188.75,1890352406.25,1253711940.0,,670302183.75,269283900.0
ATHN,81800000,110300000,154400000,614400000,303400000,25800000,175100000,26400000,136900000,,38200000,329500000,2018-09-30,50900000,1067900000,1589000000.0,303400000,258100000,521100000,329500000
ATHN,80700000,117800000,152000000,548300000,222100000,24000000,171300000,36400000,128200000,,43100000,323300000,2018-06-30,48400000,1023900000,1526400000.0,222100000,263700000,502500000,323300000
ATHN,-22800000,30200000,154000000,477800000,142000000,22100000,175400000,31100000,133300000,,42100000,329400000,2018-03-31,48200000,973400000,1447300000.0,142000000,269200000,473900000,329400000
ATHN,42000000,80300000,146300000,381400000,165100000,20200000,182900000,31600000,144200000,,38700000,329200000,2017-12-31,43600000,791500000,1332300000.0,165100000,272800000,540800000,329200000
ATHX,-5386000,-7498000,,62635000,47967000,,,-9740000,12297000,,-9976000,2218000,2018-09-30,9545000,50337000,66529000.0,47967000,,16192000,2321000
ATHX,3680000,4392000,,69464000,53353000,,,6933000,12646000,,6745000,19346000,2018-06-30,10093000,56249000,72908000.0,53353000,,16659000,19391000
ATHX,20357000,-5678000,,58422000,49673000,,,-10155000,11328000,,-10262000,1066000,2018-03-31,8850000,47532000,60934000.0,49673000,,13402000,1066000
ATHX,1082000,-6143000,,31190000,29316000,,,-13100000,14385000,,-13215000,1820000,2017-12-31,10902000,23376000,33593000.0,29316000,,10217000,1170000
ATI,31100000,81600000,859800000,2122400000,153500000,16600000,160400000,50500000,65500000,,94900000,1020200000,2018-09-30,,1980200000,5389000000.0,153500000,1551900000,3305800000,1020200000
ATI,12500000,82100000,835800000,2126300000,122400000,16300000,173700000,72800000,62700000,,111000000,1009500000,2018-06-30,,1925000000,5393300000.0,122400000,1551800000,3351400000,1009500000
ATI,-31700000,-47100000,830400000,2051800000,109900000,63700000,148600000,58000000,67100000,-15900000.0,81500000,979000000,2018-03-31,,1846100000,5350000000.0,109900000,1599000000,3386700000,979000000
ATI,16700000,76200000,815300000,1915700000,141600000,10100000,94600000,1700000,66800000,,27800000,909900000,2017-12-31,,1739400000,5185400000.0,141600000,1540700000,3340900000,909900000
ATIS,-681371,-6853201,90349,867280,278993,7256329,372131,12901858,3109829,-17469255,-2737698,281782,2018-06-30,,12686275,44653407.0,278993,14526942,29038518,281782
ATIS,560141,-1772389,856490,11769399,1557357,4848975,-68272,-3185585,4041622,-2308182,-4109894,788218,2018-03-31,,-28516848,114737283.0,1013180,13213635,139790765,788218
ATIS,333152,-1583573,-28024722,10316804,997216,8535277,-11038075,-21874509,-10116923,53515,-921152,-39062797,2017-12-31,,-18135382,103556158.0,400223,10512984,120232133,-39062797
ATIS,-1046989,1429083,10358011,9030464,664064,1902312,4482839,-6656585,8426265,-4656751,-3943426,14840850,2017-09-30,,-6663612,105440220.0,664064,90484984,111843030,14840850
ATKR,18314000,25125000,365836000,647138000,126662000,26561000,111731000,32699000,65045000,,46686000,477567000,2018-09-30,,122059000,1324060000.0,126662000,904247000,1202001000,477567000
ATKR,33709000,67360000,377685000,604472000,109519000,7630000,120329000,34199000,65176000,-838000.0,55153000,498014000,2018-06-30,,73763000,1294255000.0,109519000,906139000,1220492000,498014000
ATKR,36439000,4278000,335843000,554550000,76892000,7653000,109157000,42558000,67883000,,41274000,445000000,2018-03-31,,62075000,1252042000.0,76892000,908209000,1189967000,445000000
ATKR,-6176000,48940000,317691000,470551000,39761000,4215000,96867000,27189000,60282000,,36585000,414558000,2017-12-31,,388668000,1172051000.0,39761000,532017000,783383000,414558000
ATLC,-19220000,-12304000,,,59405000,,,-16092000,,2006000,,,2018-09-30,,-47462000,461009000.0,,,508747000,32244000
ATLC,11115000,20890000,,,78473000,,,5630000,,-1883000,,,2018-06-30,,-32131000,458744000.0,,,491073000,38826000
ATLC,-3642000,-10237000,,,66654000,,,-4670000,,1782000,,,2018-03-31,,-42808000,432912000.0,,,475863000,33144000
ATLC,-37994000,-13450000,,,42489000,,,-18258000,,14131000,,,2017-12-31,,-36033000,425613000.0,,,461740000,51352000
ATLO,4764042,6313768,,,25318944,,,4458832,,-427993,,,2018-09-30,,168629809,1448252267.0,,,1279622458,12747764
ATLO,-1929599,2804935,,,20554902,,,4317266,,-185938,,,2018-06-30,,167941030,1362054714.0,,,1194113684,12201707
ATLO,-3913049,6352517,,,22484501,,,4036752,,-177085,,,2018-03-31,,166546218,1391779317.0,,,1225233099,11950489
ATLO,3309660,5293469,,,26397550,,,2686324,,-300249,,,2017-12-31,,170753142,1375059650.0,,,1204306508,12139825
ATNI,-6001000,51977000,48043000,349297000,173951000,4688000,73095000,17022000,55767000,-12575000,17328000,121138000,2018-09-30,,697655000,1184050000.0,161426000,91871000,355003000,121138000
ATNI,-36922000,23493000,46666000,264313000,180127000,11268000,71122000,7216000,57702000,-1267000,13420000,117788000,2018-06-30,,683085000,1188999000.0,168702000,151001000,369490000,117788000
ATNI,-2663000,22544000,44066000,303355000,217196000,14192000,60409000,-5555000,55434000,284000,4975000,104475000,2018-03-31,,680607000,1196818000.0,206409000,154895000,382803000,104475000
ATNI,-15069000,23737000,29775000,342928000,207956000,10919000,77926000,43504000,31743000,47000,46183000,107701000,2017-12-31,,688727000,1205605000.0,215032000,155792000,375382000,107701000
ATNM,-6668771,-6614009,,15156709,15236467,,,-6148089,6197266,,-6197266,,2018-09-30,4221320,11580092,15702316.0,14805472,,4122224,
ATNM,-5289242,-4210920,,22084332,21905238,,,-4862790,4912820,,-4912820,,2018-06-30,3325228,17318293,22584512.0,21474264,,5266219,
ATNM,9403904,-5459244,,27647476,27194480,,,-6314261,6353679,-9076.0,-6353679,,2018-03-31,4462969,21747518,28140652.0,26763526,,6393134,
ATNM,-3498460,-3168523,,17838958,17399636,,,-5163071,5206861,-38409.0,-5206861,,2017-12-31,3651188,13671103,18337107.0,17399636,,4666004,
ATNX,37407000,-37286000,11965000,187702000,51108000,978000,6463000,-46171000,62697000,,-56234000,18405000,2018-09-30,51204000,162594000,244467000.0,141417000,46527000,92410000,18428000
ATNX,-24938000,-25303000,9443000,119553000,14068000,1050000,2122000,-36859000,39389000,,-37267000,11562000,2018-06-30,26572000,123855000,177288000.0,80661000,1499000,52880000,11565000
ATNX,-545000,-12726000,11326000,140090000,39217000,1235000,26510000,-7298000,34383000,-62000.0,-7873000,37696000,2018-03-31,21303000,155441000,197533000.0,106476000,1663000,41448000,37836000
ATNX,19939000,-17868000,10064000,83758000,39284000,1506000,4809000,-28283000,33165000,,-28356000,15309000,2017-12-31,20848000,90037000,140413000.0,51037000,1981000,49691000,14873000
ATO,-7159000,89366000,43085000,478853000,13771000,1150780000,401615000,38747000,312023000,,89592000,444700000,2018-09-30,,4769951000,11874437000.0,13771000,3644445000,7104486000,444700000
ATO,-50144000,283929000,130886000,452855000,20930000,694777000,431359000,71193000,308366000,100000.0,122993000,562245000,2018-06-30,,4759552000,11507624000.0,20930000,3313092000,6748072000,562245000
ATO,16324000,578129000,626960000,622736000,71074000,579602000,592449000,178992000,323461000,-1218000.0,268988000,1219409000,2018-03-31,,4721346000,11356322000.0,71074000,3197494000,6634976000,1219409000
ATO,28341000,173238000,366917000,778910000,54750000,336816000,522275000,314132000,280714000,2030000.0,241561000,889192000,2017-12-31,,4563620000,11264720000.0,54750000,3404285000,6701100000,889192000
ATOM,-2297000,-2255000,,10259000,9957000,,,-3435000,3483000,,-3483000,,2018-09-30,1922000,8957000,10408000.0,9957000,,1451000,
ATOM,-2293000,-2289000,113000.0,12646000,12254000,,-17000.0,-3171000,3204000,,-3221000,96000.0,2018-06-30,1738000,11762000,12724000.0,12254000,,962000,96000.0
ATOM,-2822000,-2812000,,14948000,14547000,,,-3092000,3139000,1000.0,-3139000,,2018-03-31,1690000,14312000,15029000.0,14547000,,717000,
ATOM,-2237000,-2194000,39000.0,17727000,17369000,,71000.0,-2610000,2723000,1000.0,-2652000,110000.0,2017-12-31,1324000,16858000,17807000.0,17369000,,949000,110000.0
ATOS,-2301149,-2298192,,13922943,12990587,,,-3309866,3309970,,-3309970,,2018-09-30,1421851,10569109,14124372.0,12935587,,3555263,
ATOS,10457217,-1832911,,16408171,15291736,,,-4142577,4142656,,-4142656,,2018-06-30,1467736,13566765,16577846.0,15236736,,3011081,
ATOS,-2437950,-2386882,,5735374,4834519,,,-1874382,1874441,,-1874441,,2018-03-31,470976,5259592,5980302.0,4779519,,720710,
ATOS,4483806,-1682682,,7898034,7217469,,,-1993028,1531675,-280747.0,-1531675,,2017-12-31,217241,6938687,8164094.0,7217469,,1225407,
ATR,-420336000,55076000,435379000,1384709000,296382000,217275000,230396000,38996000,145431000,4880000,84965000,665775000,2018-09-30,,1391744000,3406996000.0,291382000,1349012000,2014938000,665775000
ATR,-14674000,103490000,464244000,1749755000,718091000,71762000,246364000,55775000,147212000,3800000,99152000,710608000,2018-06-30,,1347213000,3222255000.0,718091000,1254656000,1874743000,710608000
ATR,26188000,51019000,455822000,1793123000,744758000,70344000,247528000,59300000,153636000,4937000,93892000,703350000,2018-03-31,,1404467000,3283694000.0,741062000,1270319000,1878918000,703350000
ATR,-308546000,59567000,412052000,1670073000,712640000,66169000,213843000,49513000,134441000,4288000,79402000,625895000,2017-12-31,,1311738000,3137823000.0,712640000,1257315000,1825775000,625895000
ATRA,-37175000,-48097000,,372976000,67422000,,,-58361000,60220000,,-60220000,,2018-09-30,43355000,403054000,442940000.0,364543000,,39886000,
ATRA,12708000,-39434000,,425070000,104597000,,,-50883000,52623000,,-52623000,,2018-06-30,33387000,452499000,492707000.0,417015000,,40208000,
ATRA,11272000,-34822000,,413614000,91889000,,,-41443000,42452000,,-42452000,,2018-03-31,28460000,439184000,473108000.0,407321000,,33924000,
ATRA,17530000,-24938000,,172190000,79223000,,,-35313000,35802000,,-35802000,,2017-12-31,24771000,177864000,217779000.0,166096000,,39915000,
ATRC,4182000,5213000,13993000,88429000,17999000,1559000,35948000,-7235000,41996000,47000,-6048000,49941000,2018-09-30,8556000,163768000,271962000.0,40219000,52449000,108194000,49941000
ATRC,-7253000,-935000,13723000,86765000,13866000,589000,38079000,-338000,37121000,240000,958000,51802000,2018-06-30,8655000,159687000,270847000.0,37068000,52480000,111160000,51802000
ATRC,-616000,-9434000,12491000,84769000,21229000,575000,34503000,-10134000,43933000,-87000,-9430000,46994000,2018-03-31,9057000,153123000,269702000.0,36038000,52514000,116579000,46994000
ATRC,2384000,1528000,13379000,82258000,21809000,561000,32683000,-2580000,34818000,231000,-2135000,46062000,2017-12-31,7721000,161166000,267704000.0,34451000,37422000,106538000,46062000
ATRI,13968000,11778000,21275000,121033000,50031000,,17999000,9221000,7242000,,10757000,39274000,2018-09-30,1204000,205157000,227743000.0,65496000,,22586000,39274000
ATRI,15882000,10547000,19624000,113930000,36063000,,19223000,8797000,7957000,,11266000,38847000,2018-06-30,1603000,198057000,218782000.0,60239000,,20725000,38847000
ATRI,-9955000,10366000,20450000,107551000,20181000,,18951000,8487000,7585000,,11366000,39401000,2018-03-31,1338000,190968000,212253000.0,54976000,,21285000,39401000
ATRI,9141000,9932000,18000000,115233000,30136000,,16024000,8646000,7731000,,8293000,34024000,2017-12-31,1743000,184388000,203780000.0,65604000,,19392000,34024000
ATRO,-5746000,7249000,166354000,366028000,4893000,1965000,46320000,16999000,27976000,,18344000,205201000,2018-09-30,,369445000,776056000.0,4893000,259645000,406611000,212674000
ATRO,-5560000,9164000,159034000,353495000,10608000,2190000,49572000,14025000,29443000,,20129000,208606000,2018-06-30,,351290000,764423000.0,10608000,265345000,413133000,208606000
ATRO,-1461000,-1054000,141927000,349893000,16387000,2478000,37132000,3294000,30500000,37000.0,6632000,179059000,2018-03-31,,338028000,767570000.0,16387000,276105000,429542000,179059000
ATRO,2382000,15470000,139165000,315329000,17914000,2689000,32153000,-5653000,24943000,,7210000,184316000,2017-12-31,,329927000,735956000.0,17914000,271767000,406029000,171318000
ATRS,-622000,-78000,7289000,56999000,28160000,,10579000,-1936000,11938000,,-1359000,11597000,2018-09-30,3611000,24374000,74565000.0,28160000,,50191000,17868000
ATRS,5671000,-4053000,6960000,55860000,28782000,,7202000,-4520000,11113000,,-3911000,11095000,2018-06-30,3650000,24646000,73805000.0,28782000,,49159000,14162000
ATRS,-3452000,-6029000,7186000,53037000,23111000,,5517000,-6193000,11136000,,-5619000,12703000,2018-03-31,3320000,28247000,71439000.0,28108000,,43192000,12703000
ATRS,-872000,-7612000,7107000,55536000,26562000,,6932000,-3715000,10952000,-860600.0,-4020000,23806000,2017-12-31,3612000,33547000,74338000.0,31555000,,40791000,14039000
ATSG,11758000,58830000,161113000,177234000,43462000,14860000,43806000,33103000,16979000,-16953000,26827000,204919000,2018-09-30,,470699000,1553068000.0,43462000,542086000,1082369000,204919000
ATSG,-15768000,73141000,165914000,169673000,31704000,14860000,37693000,24634000,13795000,-10755000,23898000,203607000,2018-06-30,,435580000,1517474000.0,31704000,520713000,1081894000,203607000
ATSG,14773000,68842000,160203000,183340000,47472000,14846000,42837000,15878000,15194000,1827000,27643000,203040000,2018-03-31,,408498000,1567503000.0,47472000,587322000,1159005000,203040000
ATSG,-21192000,43719000,279773000,184503000,32699000,18512000,43198000,95117000,15410000,-18407000,27788000,322971000,2017-12-31,,395279000,1548844000.0,32699000,570117000,1153565000,322971000
ATTO,-5692000,27898000,19542000,534823000,97724000,43711000,413072000,2684000,387896000,9752000,25176000,432614000,2018-09-30,,307560000,1210122000.0,97724000,457979000,893312000,432614000
ATTO,18957000,49452000,17080000,551585000,106418000,59078000,456337000,3266000,430859000,17621000,25478000,473417000,2018-06-30,,324747000,1256761000.0,107907000,479323000,922675000,473417000
ATTO,-43743000,-39968000,367503000,616899000,100228000,61685000,122850000,-1964000,99397000,4160000,23453000,490353000,2018-03-31,,368838000,1393920000.0,100228000,494629000,1014976000,490353000
ATTO,-19563000,43235000,1374006000,566178000,141762000,46560000,-895689000,-9884000,-919859000,26364000,24170000,478317000,2017-12-31,,368363000,1330305000.0,141762000,486291000,952466000,478317000
ATTU,-635000,2460000,2527000,56213000,14329000,,19693000,3085000,16164000,,3529000,22220000,2018-09-30,4091000,67267000,99174000.0,38097000,,31907000,22220000
ATTU,-1698000,4037000,2728000,48872000,14999000,,17089000,257000,16170000,,919000,19817000,2018-06-30,4102000,60538000,91538000.0,33110000,,31000000,19817000
ATTU,-12303000,-94000,2678000,45035000,16788000,,15552000,204000,14800000,,752000,18230000,2018-03-31,3829000,59409000,88366000.0,16788000,,28957000,18230000
ATTU,21801000,740000,2627000,40770000,29087000,,15648000,-1620000,15479000,,169000,18275000,2017-12-31,3537000,51203000,80156000.0,29087000,,28953000,18275000
ATU,-46353000,-29110000,187523000,707335000,203443000,30000000,105008000,-17452000,77470000,,27538000,292531000,2018-11-30,,537565000,1450033000.0,203443000,525384000,912468000,292531000
ATU,65326000,70504000,193251000,660900000,250490000,30000000,108144000,-37665000,75976000,,32168000,301395000,2018-08-31,,558712000,1481338000.0,250490000,532695000,922626000,301395000
ATU,38210000,57695000,200587000,627823000,189490000,30000000,116509000,29012000,82754000,,33755000,317096000,2018-05-31,,601028000,1504785000.0,189490000,540007000,903757000,317096000
ATU,-14198000,-1648000,185469000,591041000,153595000,30000000,89696000,-18221000,73670000,,16026000,275165000,2018-02-28,,589281000,1480305000.0,153595000,547318000,891024000,275165000
ATUS,104588000,611019000,790533000,1112503000,486461000,664876000,1627268000,32553000,1105123000,-31991000,522145000,2413184000,2018-09-30,,3662400000,33956567000.0,486208000,23076171000,30285594000,2417801000
ATUS,-1046407000,728291000,795127000,958167000,381393000,1161782000,1569026000,-97855000,1224276000,40530000,344750000,2364153000,2018-06-30,,3859806000,33914517000.0,381140000,23002477000,30047324000,2364153000
ATUS,1097804000,430952000,787361000,1931388000,1427904000,1172826000,1542353000,-128951000,1225728000,96003000,316625000,2329714000,2018-03-31,,5395445000,35279409000.0,1427651000,22973894000,29882423000,2329714000
ATUS,-401956000,719311000,763508000,853560000,273581000,593357000,1615920000,2269329000,1364853000,19379000,251067000,2405209000,2017-12-31,,5494301000,34775225000.0,273329000,21941311000,29279385000,2379428000
ATV,,,2230613,27849868,,,6107711,3810882,4560108,,1547603,8338324,2018-09-30,,70851195,83637542.0,15634975,,12452111,8338324
ATV,,,1808738,28662943,,,4465781,23753476,4965013,,-499232,6274520,2018-06-30,,71155054,85284918.0,19452554,,13781126,6274520
ATV,,,1529629,31674934,,,3534028,7505680,4573044,,-1039016,5063657,2017-12-31,,86988608,100907371.0,21019834,,13563323,5063657
ATV,,,1663802,32476747,,,4374897,2264898,4624016,,-249119,6038699,2017-09-30,,87957476,113818008.0,25064156,,25509412,6038699
ATVI,-1553000000,253000000,513000000,4972000000,3316000000,,999000000,260000000,734000000,,265000000,1512000000,2018-09-30,263000000,10659000000,16713000000.0,3308000000,,6054000000,1512000000
ATVI,-322000000,9000000,510000000,6134000000,4865000000,,1131000000,402000000,697000000,,434000000,1641000000,2018-06-30,255000000,10346000000,17958000000.0,4857000000,,7612000000,1641000000
ATVI,486000000,529000000,662000000,6410000000,5224000000,,1303000000,500000000,708000000,,595000000,1965000000,2018-03-31,259000000,9819000000,18397000000.0,5217000000,,8578000000,1965000000
ATVI,1140000000,1158000000,803000000,6520000000,4713000000,,1240000000,-585000000,1019000000,,221000000,2043000000,2017-12-31,319000000,9462000000,18668000000.0,4713000000,,9206000000,2043000000
ATXI,-4136000,-4136000,,5263000,4804000,,,-2595000,2608000,,-2608000,,2018-09-30,1788000,2794000,5263000.0,4804000,,2469000,
ATXI,-6023000,-6023000,,9436000,8940000,,,-4657000,4681000,,-4681000,,2018-06-30,3754000,5017000,9436000.0,8940000,,4419000,
ATXI,3181000,-6819000,,15273000,14963000,,,-10377000,10425000,,-10425000,,2018-03-31,9439000,9353000,15273000.0,14963000,,5920000,
ATXI,-4268000,-4268000,,22170000,11782000,,,-6243000,6325000,,-6325000,,2017-12-31,5221000,19380000,22170000.0,21782000,,2790000,
AU,,,,1138000000,,47000000,,,,,,,2018-06-30,,2605000000,6604000000.0,221000000,2051000000,3963000000,
AU,,,,1145000000,,38000000,,,,,,,2017-12-31,,2663000000,7219000000.0,212000000,2268000000,4515000000,
AU,,,,1158000000,,54000000,,,,,,,2017-06-30,,2602000000,7180000000.0,171000000,2366000000,4547000000,
AU,,,,1166000000,,34000000,,,,,,,2016-12-31,,2715000000,7153000000.0,220000000,2178000000,4399000000,
AUBN,1217000,2884000,,,67162000,,,1975000,,24343000,,,2018-09-30,,85459000,808951000.0,,,723492000,6839000
AUBN,-25319000,1832000,,,65945000,,,2264000,,-92000,,,2018-06-30,,85748000,811791000.0,,,726043000,7156000
AUBN,-14264000,3101000,,,91264000,,,2195000,,-106000,,,2018-03-31,,85108000,830721000.0,,,745613000,7137000
AUBN,27438000,1964000,,,105528000,,,1825000,,-22863000,,,2017-12-31,,86906000,853381000.0,,,766475000,8215000
AUDC,-718000,3482000,16827000,109873000,21320000,2497000,27692000,4135000,22705000,,4987000,44519000,2018-09-30,8283000,91280000,178386000.0,47030000,6819000,87106000,44519000
AUDC,-1371000,2196000,16406000,103932000,31978000,2500000,27096000,2394000,23809000,,3287000,43502000,2018-06-30,8710000,89862000,173584000.0,47747000,7449000,83722000,43502000
AUDC,2168000,8286000,15266000,89796000,33349000,2539000,27159000,2434000,24202000,,2957000,42425000,2018-03-31,8633000,89896000,173539000.0,36186000,8182000,83643000,42425000
AUDC,2195000,8360000,15294000,77376000,24235000,2519000,26124000,672000,22887000,,3237000,41418000,2017-12-31,8126000,92381000,170938000.0,31322000,8756000,78557000,41418000
AUG,-351459.56,-5642706.46,,5265700.28,4020109.02,,,-5796760.32,6967260.0,34836.3,-6967260.0,,2018-09-30,,32712059.84,36482895.78,4154035.24,,3770835.94,
AUG,-4250591.056,-3462739.741,,5439599.514,4262770.4,,,-3328005.748,3671311.007,-21313.852,-3671311.007,,2018-06-30,,33659900.771,35983871.848,4465251.994,,2323971.077,
AUG,6770679.0,-1971102.5,,9914374.5,8635675.0,,,-2682093.5,2672025.0,189752.5,-2672025.0,,2018-03-31,,37230989.5,40212814.5,8831623.5,,2981825.0,
AUG,-10326077.62,17484197.96,,3746045.87,1967250.58,,,25018433.71,-24682076.8,-182093.93,24682076.8,,2017-12-31,,79188594.79,81494587.79,2305197.83,,2305993.0,
AUMN,2486000,-752000,1358000,6934000,4996000,,542000,1585000,-1096000,-2946000,1638000,1900000,2018-09-30,,8659000,14229000.0,5285000,,5570000,1900000
AUMN,-201000,-1189000,1070000,4559000,2510000,,660000,-1689000,2418000,-330000,-1758000,1730000,2018-06-30,,6986000,12191000.0,2853000,,5205000,1730000
AUMN,-539000,-1760000,775000,4468000,2711000,,862000,-735000,1585000,-1109000,-723000,1637000,2018-03-31,,7341000,12334000.0,2944000,,4993000,1637000
AUMN,-1716000,-1652000,-495000,4937000,3250000,,2079000,-2041000,6167000,-59000,-4088000,1584000,2017-12-31,,8081000,13077000.0,3488000,,4996000,1584000
