symbol,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
IIN,391000,1512000,20171000,34688000,539000,2072000,9989000,2008000,7305000,106000,2684000,30160000,2018-06-30,1316000,25346000,62975000.0,539000,13277000,37908000,30160000
IIN,-136000,-1255000,16951000,33313000,381000,2063000,8412000,769000,7060000,116000,1352000,25363000,2018-03-31,1159000,23148000,60002000.0,381000,13011000,37119000,25363000
IIN,52000,1121000,13219000,27010000,373000,2040000,6291000,140000,6114000,149000,177000,19510000,2017-12-31,1146000,20917000,53184000.0,373000,11361000,32520000,19510000
IIPR,31834000,5857000,210000,57002000,53019000,,3716000,1832000,2145000,,1571000,3926000,2018-09-30,,151090000,166212000.0,57002000,,15122000,3926000
IIPR,-20891000,2339000,68000,78604000,21185000,,3246000,1542000,2010000,,1236000,3314000,2018-06-30,,151585000,161699000.0,78604000,,10114000,3314000
IIPR,30318000,1355000,87000,91586000,42076000,,2677000,945000,1953000,,724000,2764000,2018-03-31,,151714000,158898000.0,90932000,,7184000,2764000
IIPR,-10446000,3519000,54000,12240000,11758000,,2228000,607000,1542000,,686000,2282000,2017-12-31,,73549000,80028000.0,11758000,,6479000,2282000
IIVI,26402000,19005000,190526000,817359000,271343000,20000000,123907000,26149000,86694000,-182000,37213000,314433000,2018-09-30,33171000,1043588000,1880643000.0,271343000,537144000,837055000,314433000
IIVI,-5566000,47069000,193580000,761837000,247038000,20000000,127495000,27167000,89270000,-926000,38225000,321075000,2018-06-30,33346000,1024311000,1761661000.0,247038000,439013000,737350000,321075000
IIVI,2624000,54276000,176361000,746145000,263244000,20000000,118385000,30098000,83647000,-592000,34738000,294746000,2018-03-31,30560000,1015172000,1737234000.0,263244000,473566000,722062000,294746000
IIVI,12185000,47286000,172037000,723415000,254456000,20000000,109433000,9596000,76886000,-460000,32547000,281470000,2017-12-31,27764000,963901000,1687874000.0,254456000,485629000,723973000,281470000
IKNX,203897,193147,3124539,8722134,1559725,128247,1526819,-24752,1548760,,-21941,4651358,2018-09-30,179915,12957831,17306077.0,4254725,2982776,4348246,4651358
IKNX,193640,765218,2971862,8804194,1355828,126422,1662315,145336,1465435,,196880,4634177,2018-06-30,156472,12979002,17405304.0,4275828,3013296,4426302,4634177
IKNX,232488,112696,2709059,8474492,1162188,131797,1362419,-130738,1503059,,-140640,4071478,2018-03-31,154076,12830086,16985529.0,3837188,3044747,4155443,4071478
IKNX,-1071544,57069,3071689,8271383,929700,130899,1873102,368769,1466289,3946.0,406813,4944791,2017-12-31,169528,12957931,16924230.0,3824700,3077417,3966299,4944791
ILMN,3000000,292000000,256000000,4262000000,1346000000,1107000000,597000000,199000000,356000000,,241000000,853000000,2018-09-30,159000000,3503000000,6759000000.0,3389000000,1967000000,3165000000,853000000
ILMN,-212000000,295000000,255000000,3337000000,1344000000,625000000,575000000,209000000,348000000,,227000000,830000000,2018-06-30,151000000,3257000000,5851000000.0,2512000000,1348000000,2500000000,830000000
ILMN,334000000,255000000,244000000,3194000000,1560000000,620000000,538000000,208000000,320000000,,218000000,782000000,2018-03-31,137000000,3008000000,5542000000.0,2373000000,1330000000,2469000000,782000000
ILMN,-130000000,294000000,235000000,2980000000,1225000000,10000000,542000000,68000000,312000000,,230000000,777000000,2017-12-31,137000000,2749000000,5257000000.0,2145000000,1192000000,2508000000,777000000
ILPT,-4465000.0,24426000,4942000,68139000,11100000.0,,35489000,18142000,13357000,223000.0,22132000,34781000,2018-09-30,,1031207000,1506629000.0,11100000.0,,475422000,40431000
ILPT,-4282000.0,23709000,4582000,72589000,15565000.0,,34838000,18726000,12602000,,22236000,33880000,2018-06-30,,1034317000,1461350000.0,15565000.0,,427033000,39420000
ILPT,19847000.0,22093000,4585000,76767000,19847000.0,,36020000,19232000,12992000,,23028000,34809000,2018-03-31,,1032828000,1433235000.0,19847000.0,,400407000,40605000
ILPT,,24712000,4611000,51672000,,,34784000,15269000,18645000,,16139000,55585000,2017-12-31,,562208000,1411683000.0,,,849475000,39395000
IMAX,920000,21416000,39917000,429106000,133615000,,42191000,5020000,32708000,-3886000,9483000,82108000,2018-09-30,4028000,536753000,873630000.0,133615000,,260157000,82108000
IMAX,-12995000,31191000,37941000,422365000,133042000,,60404000,7625000,37850000,-11422000,22554000,98345000,2018-06-30,3922000,527464000,869512000.0,133042000,,265067000,98345000
IMAX,-13130000,15463000,34292000,434368000,145579000,,50692000,8505000,33018000,-6019000,17674000,84984000,2018-03-31,3592000,548621000,878334000.0,145579000,,250274000,84984000
IMAX,1336000,21947000,65405000,463572000,158725000,,60148000,4831000,32942000,-3732000,27206000,125553000,2017-12-31,6217000,527746000,866612000.0,158725000,,264355000,125553000
IMDZ,-4895000,-12966000,32000,112493000,68735000,,430000,-14049000,15070000,,-14640000,462000,2018-09-30,11268000,104494000,113185000.0,107388000,,8691000,462000
IMDZ,1258000,-10919000,140000,123984000,73630000,,615000,-13808000,15006000,,-14391000,755000,2018-06-30,11000000,116724000,124732000.0,120225000,,8008000,755000
IMDZ,-6282000,-16383000,7000,134503000,72372000,,496000,-13300000,14306000,,-13810000,503000,2018-03-31,10311000,128858000,135314000.0,130878000,,6456000,503000
IMDZ,37885000,-16039000,13000,153143000,72454000,,472000,-11980000,12844000,,-12372000,485000,2017-12-31,8523000,139212000,153834000.0,141107000,,14622000,485000
IMGN,-41853000,-39856000,,322714000,303205000,,,-46807000,55590000,-8441000,-44662000,10928000,2018-09-30,47243000,46888000,339864000.0,303205000,,292976000,10928000
IMGN,126675000,-35326000,,364618000,345058000,,,-41624000,47353000,-7242000,-38066000,9287000,2018-06-30,38701000,89190000,381084000.0,345058000,,291894000,9287000
IMGN,-48724000,-49955000,,247434000,218383000,,,-38613000,54826000,-7220000,-35011000,19815000,2018-03-31,44831000,-36311000,264965000.0,218383000,,301276000,19815000
IMGN,72256000,-29409000,,276341000,267107000,,,-13118000,48891000,20614000,-9443000,39448000,2017-12-31,39843000,-17895000,294676000.0,267107000,,312571000,39448000
IMH,-3909000,135097000,,,33657000,,,-45445000,,-23439000,,,2018-09-30,,117654000,3977702000.0,,,3860048000,18483000
IMH,2377000,169467000,,,37566000,,,-97398000,,-17325000,,,2018-06-30,,162749000,4266222000.0,,,4103473000,30944000
IMH,-3910000,-88014000,,,35189000,,,3873000,,-31044000,,,2018-03-31,,260199000,4622934000.0,,,4362735000,40231000
IMH,-2226000,5258000,,,33223000,,,-44905000,,-28617000,,,2017-12-31,,265147000,4681700000.0,,,4416553000,3251000
IMI,2542000,-883000,2058000,34927000,6889000,,5804000,-686000,6736000,,-932000,7862000,2018-09-30,4463000,36562000,43859000.0,30648000,,7297000,7862000
IMI,-74000,4241000,2859000,32654000,4347000,,6943000,496000,6662000,,281000,9802000,2018-06-30,4056000,37067000,43877000.0,30009000,,6810000,9802000
IMI,-1669000,1690000,3376000,32401000,4421000,,6299000,-623000,7114000,,-815000,9675000,2018-03-31,4032000,36188000,43229000.0,27243000,,7041000,9675000
IMI,-3797000,-1198000,3696000,30738000,6090000,,6852000,116000,6914000,-2000.0,-62000,10548000,2017-12-31,4207000,36073000,44309000.0,24150000,,8236000,10548000
IMKTA,-1105489,53646102,803256786,496743116,10537303,12848013,256431262,18439443,220885874,-57386,35545388,1059688048,2018-09-30,,595413808,1824910820.0,10537303,865587773,1229497012,1059688048
IMKTA,4711816,39789379,790877750,489058000,11642792,12811783,243890828,24483658,214718142,-605507,29172686,1034768578,2018-06-30,,580225362,1810553259.0,11642792,887756182,1230327897,1034768578
IMKTA,-6824397,30415263,749374530,453980389,6930976,12773953,235187644,9294788,211641694,-8223,23545950,984562174,2018-03-31,,558992561,1774575834.0,6930976,888883435,1215583273,984562174
IMKTA,-10156727,37389314,769126450,455576851,13755373,12672037,244659628,45146740,208828396,-57270,35831232,1013786078,2017-12-31,,552948515,1773661878.0,13755373,890540808,1220713363,1013786078
IMMP,,,,21201681.0958,,,,,,,,,2018-06-30,,24812930.3654,34788499.1766,17376580.6442,,9975568.8112,
IMMP,,,,14302376.784675,,,,,,,,,2017-12-31,,21173143.228425,28915647.6042,10694524.856175,,7742504.375775,
IMMP,-1679117.330895,,,12238964.33927,9407969.16581,,,-2364321.3932,829390.702665,,-3363738.608375,-2534347.90571,2017-06-30,2307359.88985,20398434.83739,26880690.82174,9407969.16581,,6482255.98435,-2534347.90571
IMMP,-1687936.45167,,,12999195.380675,10586951.332715,,,-1700588.235995,2660946.012015,,-1359078.54924,1301867.462775,2017-03-31,1384814.651005,21709168.879425,26970676.38179,10586951.332715,,5261507.502365,1301867.462775
IMMR,-3804000,-6422000,61000,139530000,112633000,,8491000,-4640000,13654000,,-5163000,8552000,2018-09-30,2110000,100397000,146695000.0,130468000,,46298000,8552000
IMMR,-2691000,-4242000,94000,143529000,116437000,,6050000,-7758000,14345000,,-8295000,6144000,2018-06-30,2222000,101957000,151037000.0,136682000,,49080000,6144000
IMMR,94506000,86203000,35000,147253000,119128000,,85381000,69883000,15276000,26000.0,70105000,85416000,2018-03-31,2820000,105272000,155335000.0,138970000,,50063000,85416000
IMMR,5359000,-1712000,39000,48080000,24622000,,6857000,-12294000,17453000,,-10596000,6896000,2017-12-31,2621000,9657000,51975000.0,46538000,,42318000,6896000
IMMU,-30679000,-49652000,38239000,594014000,581907000,4482000.0,-38239000,-64169000,18930000,-1203000,-57169000,,2018-09-30,38239000,343753000,612662000.0,585535000,231561000.0,273347000,
IMMU,305459826,-37997820,27602708,648379820,612056502,3009000.0,-27216712,-117028410,25178407,58970754,-52395119,385996.0,2018-06-30,27602708,400506830,664173249.0,638801754,221769803.0,264487583,385996.0
IMMU,245738231,-32174103,28889903,369158414,306746267,,-28407677,-35546228,9219742,-9822259,-37627419,482226.0,2018-03-31,28843102,72629605,379887560.0,358792678,,308068124,482226.0
IMMU,17942650,-43208963,25992146,148593645,60960134,,-25394862,-2513596,4032263,-26841072,-29427125,597284.0,2017-12-31,25495536,17247461,155953747.0,139748755,,139504560,597284.0
IMO,212888500,934386980,6184604460,4438144620,888712720,156376280,1322231120,579830860,510932400,-7741400,811298720,7506835580,2018-09-30,,18563103060,32373760660.0,888712720,4016238320,13810657600,7506835580
IMO,-420187368,653878531,6501486069,3939256575,664535457,153764218,742178775,149196964,522189374,-6850881,219989401,7243664844,2018-06-30,,18090131885,31506440510.0,664535457,3953719546,13416308625,7243664844
IMO,178135000,762882500,5102406000,4203211500,1103662500,156449000,1016144000,399642000,463925500,-7745000,552218500,6118550000,2018-03-31,,19040308000,32203710000.0,1103662500,4028174500,13163402000,6118550000
IMO,287851540,858783600,5963775000,4299484190,950228150,160624340,435753160,-108938290,675099330,-795170,-239346170,6399528160,2017-12-31,,19429978950,33079867170.0,950228150,4140450190,13649888220,6399528160
IMOS,-64800000.0,88600000.0,132300000,430000000.0,199200000.0,25200000.0,32000000,14400000,11100000,,20900000,164300000,2018-09-30,7700000,576200000.0,1102400000.0,199200000.0,334400000.0,526200000.0,164300000
IMOS,-84000000.0,22100000.0,123300000,353600000.0,134200000.0,24900000.0,24200000,4100000,10600000,,13600000,147500000,2018-06-30,8200000,606900000.0,1025200000.0,134200000.0,275600000.0,418300000.0,147500000
IMOS,-46100000.0,26100000.0,112600000,433600000.0,229800000.0,110100000.0,19200000,700000,10700000,,8500000,131800000,2018-03-31,7100000,639100000.0,1135700000.0,229800000.0,368400000.0,496600000.0,131800000
IMOS,-32890739.293319,24959092.256691,125700000,478430989.407865,270723189.499501,105257863.24556,25800000,5600000,14300000,,11500000,151500000,2017-12-31,8200000,610494737.622295,1120527383.230467,270723189.499501,358502546.963858,510032645.608172,151500000
IMRN,,,,5218733.4674,,,,,,,,,2018-06-30,,6246806.87,6841437.6576,3499243.686,,594630.7876,
IMRN,,,,4791926.305575,,36357.635025,,,,,,,2017-12-31,,3890270.069775,4806465.925275,459622.293075,,916195.8555,
IMRN,,,,6356296.41001,,281281.73116,,,,,,,2017-06-30,,5054901.73269,6370778.578165,3071357.49506,,1315876.845475,
IMRN,,,,6562577.429,,1415787.9043,,,,,,,2016-06-30,,4276432.40685,7171994.2058,1706411.52305,,2895561.79895,
IMTE,,,,6943725.8956,,1205701.4172,,,,,,,2018-06-30,,11848164.5214,27644075.453,1118002.5212,3309182.532,15838072.7236,
IMTE,,,,7179557.74425,,1268388.248625,,,,,,,2017-12-31,,12054572.497125,27989196.430725,2232312.42735,1308834.2736,15976655.985375,
IMTE,,,,10934072.322515,,1166611.413225,,,,,,,2017-06-30,,11516737.221825,31658550.837995,1835906.386735,1213319.23092,20181567.50219,
IMTE,,,,10613585.12741,,887025.70439,,,,,,,2016-12-31,,10381542.50723,31324462.02917,1311862.28754,887025.70439,20982989.44655,
IMV,-3775480.78,-3937276.04,,18015011.94,15692591.94,138571.06,,-4634776.18,4835278.44,,-4830633.6,4644.84,2018-09-30,3346607.22,8600695.4,20292531.82,15692591.94,6899135.68,11691836.42,4644.84
IMV,859404.961,-2336911.63,,21558961.298,19142883.932,70792.437,,-3955241.964,3848672.704,,-3835732.151,12940.553,2018-06-30,1982949.445,12605621.04,23252651.323,19142883.932,6413185.825,10647030.283,12940.553
IMV,7055695.0,-3142146.5,,20325203.5,18602715.5,58087.5,,-2375391.5,2456714.0,,-2382362.0,74352.0,2018-03-31,1743399.5,12903944.5,20837148.0,18602715.5,5322364.0,7933203.5,74352.0
IMV,-1340301.17901,-1996174.09358,,13095742.1987,11855464.65882,48228.65084,,-3919686.34773,3915285.08178,,-3915285.08178,,2017-12-31,2030433.99303,5043372.08636,13543086.55179,11855464.65882,5197499.88746,8499714.46543,
IMXI,21039897.0,23584693.0,,172006107.0,83130060.0,4078627.0,,-13412996,74918557,47578.0,-2410091,72029005,2018-09-30,,37930164.0,257819956.0,82490398.0,108502129.0,219889792.0,72508466
IMXI,,,,133091680.0,,4078627.0,,1844355,64319104,,6060287,69953224,2018-06-30,,37904198.0,224781284.0,61335968.0,109478823.0,186877086.0,70379391
IMXI,,,,119105872.0,,3913436.0,,-3111988,59557396,,-289387,58893030,2017-12-31,,35902119.0,216052911.0,59155618.0,111439898.0,180150792.0,59268009
IMXI,,,,,,,,-573681,52546272,,3847022,56055204,2017-09-30,,,,,,,56393294
INAP,-2924000,10288000,36850000,52366000,11844000,28343000,46122000,-15106000,41601000,-69000,4521000,82972000,2018-09-30,,-21782000,746038000.0,11844000,696193000,765004000,82972000
INAP,-1395000,15342000,36817000,53153000,14739000,26608000,45145000,-13923000,42192000,-449000,2953000,81962000,2018-06-30,,-7945000,724707000.0,14739000,662747000,729728000,81962000
INAP,1536000,3527000,32424000,49504000,16159000,26913000,41777000,-14060000,40931000,420000,846000,74201000,2018-03-31,,5716000,731920000.0,16159000,667228000,723098000,74201000
INAP,2722000,11225000,31921000,41070000,14603000,17578000,38115000,-6934000,32659000,-856000,5456000,70036000,2017-12-31,,-5101000,586525000.0,14603000,529172000,587557000,70036000
INBK,-56570000,7449000,,,85790000,,,6288000,,285966000,,,2018-09-30,,287740000,3202918000.0,,,2915178000,17964000
INBK,78613000,965000,,,142360000,,,6008000,,81000000,,,2018-06-30,,282087000,3115773000.0,,,2833686000,17638000
INBK,15766000,14920000,,,63747000,,,6028000,,-84816000,,,2018-03-31,,224824000,2862728000.0,,,2637904000,17957000
INBK,-77723000,-2004000,,,47981000,,,3498000,,-318976000,,,2017-12-31,,224127000,2767687000.0,,,2543560000,17899000
INCY,183709000,199148000,24795000,1700359000,1113188000,7648000,424888000,29176000,389049000,,35839000,449638000,2018-09-30,292527000,1802899000,2519947000.0,1375313000,24872000,717048000,449683000
INCY,34043000,32403000,24856000,1598084000,929517000,7554000,496660000,52394000,406118000,,90542000,521477000,2018-06-30,298089000,1732923000,2397157000.0,1198382000,24570000,664234000,521516000
INCY,-5095000,20838000,18106000,1469555000,895374000,7460000,364176000,-41140000,424601000,,-60425000,382221000,2018-03-31,303103000,1628044000,2306012000.0,1171059000,24271000,677968000,382282000
INCY,-228584000,-89267000,22380000,1504854000,899509000,7393000,421776000,-149629000,544944000,,-123168000,444123000,2017-12-31,447098000,1630629000,2302582000.0,1169645000,24001000,671953000,444156000
INDB,-72259000,36150000,,,250847000,,,33015000,,8000,,,2018-09-30,,998305000,8375497000.0,,,7377192000,98743000
INDB,157558000,33761000,,,323106000,,,31118000,,1000,,,2018-06-30,,977065000,8381002000.0,,,7403937000,94214000
INDB,-47568000,33883000,,,165548000,,,27555000,,-6000,,,2018-03-31,,956059000,8090410000.0,,,7134351000,88334000
INDB,-46149000,42482000,,,213116000,,,22064000,,-25000,,,2017-12-31,,943809000,8082029000.0,,,7138220000,88922000
INFI,-16949000,-6991000,,65130000,32216000,,,13381000,8821000,,13179000,22000000.0,2018-09-30,5379000,59772000,65913000.0,42169000,,6141000,22000000.0
INFI,18590000,-4826000,,50438000,49165000,,,-6963000,7135000,,-7135000,,2018-06-30,3749000,45556000,51266000.0,49165000,,5710000,
INFI,-4032000,-9255000,,49062000,30575000,,,-9451000,9517000,,-9517000,,2018-03-31,5911000,45397000,49966000.0,47814000,,4569000,
INFI,2709000,1208000,,58386000,34607000,6000000.0,,-7296000,8020000,36000.0,-8020000,,2017-12-31,3552000,47730000,59353000.0,57609000,6000000.0,11623000,
INFN,354089000,-20411000,130234000,856488000,422242000,,70179000,-32610000,95309000,-1003000,-25130000,200413000,2018-09-30,50658000,704317000,1247398000.0,446886000,,543081000,200413000
INFN,-85880000,6991000,123922000,535639000,68989000,,84305000,-21938000,104291000,83000,-19986000,208227000,2018-06-30,56158000,637412000,940980000.0,122168000,,303568000,208227000
INFN,35601000,-14109000,120513000,686113000,157029000,147946000.0,82168000,-26280000,105925000,84000,-23757000,202681000,2018-03-31,58681000,671209000,1132657000.0,264322000,,461448000,202681000
INFN,3958000,-1009000,148530000,647937000,116345000,144928000.0,47286000,-73985000,116287000,-582000,-69001000,195816000,2017-12-31,55223000,665365000,1117670000.0,263941000,,452305000,195816000
INFO,10900000,346400000,375300000,1114100000,154400000,1166300000,625700000,104500000,416200000,-8000000,209500000,1001000000,2018-08-31,,7891600000,16206300000.0,154400000,6060100000,8314700000,1001000000
INFO,29000000,382700000,368400000,2207100000,159000000,105800000,639900000,114700000,134300000,-500000,505600000,1008300000,2018-05-31,,7768700000,14465800000.0,159000000,4459500000,6697100000,1008300000
INFO,28900000,202900000,342900000,1165800000,156000000,90900000,589200000,241300000,422500000,-300000,166700000,932100000,2018-02-28,,8162300000,14696700000.0,156000000,4277000000,6534400000,932100000
INFO,-43300000,242900000,342100000,1015000000,133800000,576000000,602600000,105700000,426500000,8700000,176100000,944700000,2017-11-30,,8004400000,14554400000.0,133800000,4193300000,6550000000,944700000
INFU,1521000,3292000,7129000,17213000,3882000,4876000,9548000,-519000,9643000,,-95000,16677000,2018-09-30,,20607000,63992000.0,3882000,33537000,43385000,16677000
INFU,831000,3778000,6862000,15878000,2361000,3275000,9553000,-505000,9757000,,-204000,16415000,2018-06-30,,29655000,63517000.0,2361000,25236000,33862000,16415000
INFU,-1939000,1025000,6410000,15794000,1530000,3428000,10073000,204000,9485000,,588000,16483000,2018-03-31,,31232000,64965000.0,1530000,26147000,33733000,16483000
INFU,2666000,3481000,7563000,17667000,3469000,3544000,11330000,-17994000,11648000,,-318000,18893000,2017-12-31,,30953000,68881000.0,3469000,28929000,37928000,18893000
INFY,166000000,438000000,1884000000,7198000000,2471000000,,1037000000,581000000,334000000,-1000000,703000000,2921000000,2018-09-30,,8988000000,11288000000.0,3508000000,,2300000000,2921000000
INFY,-471000000,631000000,1819000000,7081000000,2421000000,,1012000000,534000000,332000000,48000000,680000000,2831000000,2018-06-30,,8862000000,11406000000.0,3415000000,,2544000000,2831000000
INFY,-125000000,515000000,1793000000,7673000000,3049000000,,1012000000,571000000,318000000,30000000,694000000,2805000000,2018-03-31,,9960000000,12255000000.0,4023000000,,2295000000,2805000000
INFY,-435000000,657000000,1773000000,7233000000,3226000000,,982000000,796000000,309000000,4000000,673000000,2755000000,2017-12-31,,9544000000,11889000000.0,3615000000,,2345000000,2755000000
ING,,,,,,,,,,,,,2018-06-30,,56032239445,1055634679115.0,,,998744845080,
ING,,,,,,,,,,,,,2017-12-31,,58137367914,1013046847148.0,,,954051146044,
ING,,,,,,,,,,,,,2017-06-30,,56763125100,984858785460.0,,,927325642320,
ING,,,,,,,,,,,,,2016-12-31,,49730667665,886301796520.0,,,835933407785,
INGN,9864000,14377000,46478000,299550000,176282000,,48813000,16432000,38417000,315000,10396000,95291000,2018-09-30,2096000,291264000,357112000.0,223856000,,65848000,95291000
INGN,11624000,21023000,48768000,282994000,166344000,,48470000,14610000,34449000,241000,14021000,97238000,2018-06-30,1775000,266906000,332636000.0,208412000,,65730000,97238000
INGN,11396000,12240000,41324000,251054000,154284000,,37727000,10758000,29027000,-117000,8700000,79051000,2018-03-31,1416000,246337000,299882000.0,188296000,,53545000,79051000
INGN,13249000,13008000,33031000,228488000,142953000,,30756000,-606000,25566000,200000,5190000,63787000,2017-12-31,1369000,227041000,275072000.0,173944000,,48031000,63787000
INGR,79000000,227000000,1229000000,2190000000,431000000,111000000,334000000,95000000,145000000,,189000000,1563000000,2018-09-30,,2835000000,5751000000.0,437000000,1670000000,2894000000,1563000000
INGR,-30000000,202000000,1248000000,2170000000,359000000,133000000,360000000,114000000,159000000,,201000000,1608000000,2018-06-30,,2834000000,5748000000.0,365000000,1663000000,2892000000,1608000000
INGR,-197000000,150000000,1227000000,2292000000,401000000,140000000,354000000,140000000,154000000,,200000000,1581000000,2018-03-31,,3040000000,5975000000.0,407000000,1652000000,2911000000,1581000000
INGR,107000000,245000000,1118000000,2415000000,595000000,120000000,361000000,99000000,138000000,,223000000,1479000000,2017-12-31,,2891000000,6080000000.0,604000000,1864000000,3163000000,1479000000
INN,10736000,44546000,86195000,123516000,92100000,,56145000,37901000,33981000,-24826000,22164000,142340000,2018-09-30,,1214516000,2262931000.0,60533000,,1045696000,142340000
INN,6446000,46668000,88830000,147529000,81364000,,63392000,37576000,35962000,-17331000,27430000,152222000,2018-06-30,,1195394000,2216268000.0,48885000,,1018212000,152222000
INN,8911000,37746000,45002000,127577000,74918000,,95197000,9688000,76663000,43000,18534000,140199000,2018-03-31,,1178035000,2221878000.0,43435000,,1041005000,140199000
INN,-19958000,30357000,98800000,93639000,36545000,,32945000,9769000,14505000,322000,18440000,131745000,2017-12-31,,1274502000,2209874000.0,36545000,,932498000,131745000
INNT,-2551752,-3479930,,8637264,8111682,5190000,,-775930,-219653,,219653,,2018-09-30,1785645,380800,8683077.0,8111682,,8302277,
INNT,-2313277,-2313277,,10907824,10663434,4151985,,-4215552,3376071,,-3376071,,2018-06-30,1243221,3459176,10958775.0,10663434,,7499599,
INNT,12621148,-6967491,,13227472,12976711,3407866,,-16155744,12524617,,-12524617,,2018-03-31,6358004,7846256,13285014.0,12976711,,5438758,
INNT,-2145020,-836596,515000.0,663000,426000,1359000,91000.0,1304513,-2345875,-132000.0,2281875,1883000.0,2017-12-31,-2642787,-1973000,677000.0,426000,,2650000,1883000.0
INO,4312179,-24670864,,93602784,19397822,,,-25015672,28643551,-1061971,-26642683,2000868,2018-09-30,21851858,103612905,140696347.0,85494389,,36987173,2000868
INO,-22423220,-19023074,,101840800,15085643,,,-6639125,29651930,1953143,-5203169,24448761,2018-06-30,22462620,111395551,148923066.0,95595007,,37431246,24448761
INO,13722284,-12575200,,123836168,37508863,,,-32350828,34275766,-1999266,-32746122,1529644,2018-03-31,24577751,112998294,173664840.0,112768752,,60570277,1529644
INO,508187,-13948407,,138362160,23786579,,,-21506179,32675023,-1143414,-23887789,8787234,2017-12-31,24641124,142392540,187239270.0,127425423,,44750461,8787234
INOD,161000,1026000,9237000,26164000,11890000,1283000,4812000,688000,3640000,-12000,1172000,14049000,2018-09-30,,30206000,46108000.0,11890000,4891000.0,15902000,14049000
INOD,-373000,1328000,9929000,25011000,11706000,1354000,4341000,-466000,3667000,-2000,674000,14270000,2018-06-30,,29582000,45592000.0,11706000,,16010000,14270000
INOD,726000,1652000,9894000,24434000,12179000,2110000,4226000,-268000,3916000,-1000,310000,14120000,2018-03-31,,30373000,46555000.0,12179000,6298000.0,16182000,14120000
INOD,-1154000,-426000,11241000,25328000,11407000,2133000,4417000,-2091000,7094000,37000,-2677000,15658000,2017-12-31,,31119000,47871000.0,11407000,6610000.0,20690000,15658000
INOV,35509000,42891000,36422000,257260000,103516000,11676000,109387000,-844000,93139000,,16248000,145809000,2018-09-30,7580000,702018000,1917013000.0,114893000,967134000,1214995000,145809000
INOV,-341993000,13250000,39015000,228652000,68007000,11596000,113783000,-10466000,106670000,9094000.0,7113000,152798000,2018-06-30,7545000,693923000,1904683000.0,83681000,966574000,1210760000,152798000
INOV,201056000,6874000,33491000,554686000,410000000,46815000,59264000,-16834000,80099000,1120000.0,-20835000,92755000,2018-03-31,6421000,631761000,975556000.0,450275000,241949000,343795000,92755000
INOV,-23611000,16758000,37132000,588714000,208944000,45336000,77487000,17449000,72792000,1491000.0,4695000,114619000,2017-12-31,6533000,642772000,995078000.0,476232000,248695000,352306000,114619000
INPX,-6865000,-5456000,298000,4886000,1461000,1815000,642000,-5184000,3881000,-307000,-3239000,940000,2018-09-30,296000,9014000,12991000.0,1461000,1957000,3964000,940000
INPX,1640000,-6953000,817000,11775000,8336000,1815000,1011000,-5858000,7460000,85000,-6449000,1828000,2018-06-30,321000,2609000,24892000.0,8336000,1957000,22274000,1828000
INPX,6560000,-10976000,859000,10620000,6694000,1828000,1236000,-6243000,6827000,-156000,-5591000,2095000,2018-03-31,361000,-1123000,25152000.0,6694000,1970000,26269000,2095000
INPX,40000,2101000,33322000,9208000,141000,3058000,8805000,-7897000,18419000,1982000,-9614000,42127000,2017-12-31,1100000,-16847000,27691000.0,141000,3825000,46544000,42127000
INS,6718000,6941000,2323000,22483000,17350000,,3092000,1866000,1356000,,1736000,5415000,2018-09-30,805000,23329000,26727000.0,17760000,,3398000,5415000
INS,446000,1232000,2042000,20019000,10643000,,2531000,1058000,1214000,6000.0,1317000,4573000,2018-06-30,709000,21467000,24303000.0,11064000,,2836000,4573000
INS,-3842000,-3187000,1743000,18840000,10183000,,2315000,893000,1494000,19000.0,821000,4058000,2018-03-31,953000,20343000,22849000.0,10599000,,2506000,4058000
INS,-2423000,-1462000,1458000,18059000,14024000,,1211000,-551000,1816000,-9000.0,-605000,2669000,2017-12-31,1406000,19453000,21779000.0,14462000,,2326000,2669000
INSE,11670000,16447000,6647000,58552000,22451000,474000,28968000,-11924000,24899000,4017000.0,4069000,35615000,2018-09-30,,-12467000,207912000.0,22451000,131768000,220379000,35615000
INSE,-3102000,11209000,7947000,51466000,10176000,16789000,28979000,-4019000,27346000,,1633000,36926000,2018-06-30,,-4989000,206638000.0,10176000,128579000,211627000,36926000
INSE,2600000,6669000,10084000,53481000,13419000,17788000,27369000,-498000,27993000,-1553000.0,-624000,37453000,2018-03-31,,-5241000,212744000.0,13419000,134500000,217985000,37453000
INSE,-8732000,-109000,6102000,47945000,10989000,14037000,25285000,-4155000,29132000,-319000.0,-3847000,31387000,2017-12-31,,-10147000,203380000.0,10989000,124766000,213527000,31387000
INSG,13023000,-4772000,33026000,79392000,31608000,1583000,17604000,10843000,1001000,-16950000,16603000,50630000,2018-09-30,5562000,-33235000,158909000.0,31547000,137239000,192229000,50630000
INSG,4372000,5283000,31400000,61417000,18897000,2505000,17657000,-6660000,18479000,756000,-822000,49057000,2018-06-30,5611000,-64564000,142486000.0,18836000,136219000,207129000,49057000
